Leaf type	Leaf arrangement	Number of sepals, petals or tepals	Fusion of sepals and petals	Stamen number	Fruit type (general)	Flower description
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Berteroa mutabilis	Berteroa	Brassicaceae	Brassicales
simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus rhomboideus	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Borago officinalis	Borago	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cynoglossum officinale	Cynoglossum	Boraginaceae	Boraginales
simple	basal	4 or 5 or 6 or 7	unfused or fused	4 or 5 or 6 or 7 or 8	dry & splits open	superior ovary	Drosera intermedia	Drosera	Droseraceae	Caryophyllales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis philadelphica	Physalis	Solanaceae	Solanales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Rorippa sylvestris	Rorippa	Brassicaceae	Brassicales
compound	alternate	4 or 5 or 6 or 7	unfused	13	fleshy	superior ovary	Actaea pachypoda	Actaea	Ranunculaceae	Ranunculales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Eruca vesicaria	Eruca	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	0 or 3	fleshy	inferior ovary	Cucumis anguria	Cucumis	Cucurbitaceae	Cucurbitales
simple	alternate	5	unfused or fused	1	dry & doesn't split open	superior ovary	Dysphania cristata	Dysphania	Amaranthaceae	Caryophyllales
simple	alternate	4 or 5	unfused or fused	4 or 5 or 7	dry & splits open	superior ovary	Lomatogonium rotatum	Lomatogonium	Gentianaceae	Gentianales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Lappula occidentalis	Lappula	Boraginaceae	Boraginales
simple	alternate	4	unfused	4	dry & splits open	inferior ovary	Ludwigia sphaerocarpa	Ludwigia	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Consolida regalis	Consolida	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Nicotiana quadrivalvis	Nicotiana	Solanaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea pandurata	Ipomoea	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Lobelia siphilitica	Lobelia	Campanulaceae	Asterales
simple	alternate	7	unfused	13	dry & doesn't split open	superior ovary	Ficaria verna	Ficaria	Ranunculaceae	Ranunculales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Taenidia integerrima	Taenidia	Apiaceae	Apiales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Teesdalia nudicaulis	Teesdalia	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis alkekengi	Physalis	Solanaceae	Solanales
compound	alternate or basal	5	unfused or fused	5	dry & splits open	superior ovary or inferior ovary	Menyanthes trifoliata	Menyanthes	Menyanthaceae	Asterales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Barbarea verna	Barbarea	Brassicaceae	Brassicales
simple	alternate or opposite	6	unfused or fused	6	dry & splits open	superior ovary & hypanthium	Lythrum alatum	Lythrum	Lythraceae	Myrtales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erucastrum gallicum	Erucastrum	Brassicaceae	Brassicales
simple	alternate or opposite	6	unfused or fused	4 or 6	dry & splits open	superior ovary & hypanthium	Lythrum hyssopifolia	Lythrum	Lythraceae	Myrtales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex alpinus	Rumex	Polygonaceae	Caryophyllales
simple	alternate or basal	5	unfused or fused	5	dry & splits open	inferior ovary	Lobelia dortmanna	Lobelia	Campanulaceae	Asterales
simple	alternate	2	unfused or fused	4	dry & splits open	superior ovary	Castilleja coccinea	Castilleja	Orobanchaceae	Lamiales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Camissonia campestris	Camissonia	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Gossypium hirsutum	Gossypium	Malvaceae	Malvales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Heliotropium indicum	Heliotropium	Boraginaceae	Boraginales
simple	alternate or opposite	5	unfused	5	dry & splits open	superior ovary	Linum intercursum	Linum	Linaceae	Malpighiales
compound	alternate	4	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla anglica	Potentilla	Rosaceae	Rosales
compound	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	1	dry & splits open	superior ovary	Utricularia gibba	Utricularia	Lentibulariaceae	Lamiales
compound	alternate	4	unfused	6	dry & splits open	superior ovary	Descurainia pinnata	Descurainia	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula lanata	Campanula	Campanulaceae	Asterales
simple	alternate or basal or whorled	5	unfused or fused	10	dry & splits open	superior ovary	Moneses uniflora	Moneses	Ericaceae	Ericales
simple	alternate	5	unfused	8	dry & doesn't split open	superior ovary	Fagopyrum tataricum	Fagopyrum	Polygonaceae	Caryophyllales
simple	alternate or opposite	5 or 0	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex littoralis	Atriplex	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla recta	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Lobelia cardinalis	Lobelia	Campanulaceae	Asterales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva neglecta	Malva	Malvaceae	Malvales
compound or simple	alternate	4	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Rorippa aquatica	Rorippa	Brassicaceae	Brassicales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Agrimonia rostellata	Agrimonia	Rosaceae	Rosales
simple	basal	5	unfused or fused	5	dry & splits open	superior ovary	Drosera linearis	Drosera	Droseraceae	Caryophyllales
simple	alternate	4	unfused	13	dry & splits open	superior ovary	Papaver somniferum	Papaver	Papaveraceae	Ranunculales
compound	alternate	4	unfused	12 or 13	dry & splits open	superior ovary	Chelidonium majus	Chelidonium	Papaveraceae	Ranunculales
simple	alternate or whorled	5 or 6 or 7	unfused or fused	5 or 6 or 7 or 8 or 9	dry & splits open	superior ovary	Lysimachia borealis	Lysimachia	Primulaceae	Ericales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Bifora radians	Bifora	Apiaceae	Apiales
simple	?	7	unfused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	fleshy	inferior ovary	Opuntia humifusa	Opuntia	Cactaceae	Caryophyllales
simple	alternate or opposite or whorled	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Lechea minor	Lechea	Cistaceae	Malvales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Symphytum asperum	Symphytum	Boraginaceae	Boraginales
simple	basal	5	unfused or fused	10	dry & splits open	superior ovary	Pyrola chlorantha	Pyrola	Ericaceae	Ericales
compound or simple	alternate	5	unfused	8 or 10	dry & splits open	superior ovary	Ruta graveolens	Ruta	Rutaceae	Sapindales
compound	alternate	4	unfused or fused	6	dry & splits open	superior ovary	Corydalis flavula	Corydalis	Papaveraceae	Ranunculales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open	superior ovary	Modiola caroliniana	Modiola	Malvaceae	Malvales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Gilia achilleifolia	Gilia	Polemoniaceae	Ericales
simple	alternate or opposite	5	unfused or fused	5	dry & doesn't split open	superior ovary	Plagiobothrys reticulatus	Plagiobothrys	Boraginaceae	Boraginales
compound	alternate	6 or 7	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Filipendula ulmaria	Filipendula	Rosaceae	Rosales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva sylvestris	Malva	Malvaceae	Malvales
compound	alternate	3 or 5	unfused or fused	1	dry & splits open	superior ovary	Utricularia minor	Utricularia	Lentibulariaceae	Lamiales
simple	alternate	2 or 3 or 4 or 5 or 0	unfused	0 or 3 or 4 or 5	dry & doesn't split open	superior ovary	Amaranthus cannabinus	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex acetosella	Rumex	Polygonaceae	Caryophyllales
simple	alternate or whorled	5	unfused or fused	4	dry & splits open	superior ovary	Linaria vulgaris	Linaria	Plantaginaceae	Lamiales
simple	alternate	4 or 5	unfused or fused	4	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Fatoua villosa	Fatoua	Moraceae	Rosales
simple	alternate	7	unfused	13	dry & doesn't split open	superior ovary	Nelumbo lutea	Nelumbo	Nelumbonaceae	Proteales
simple	alternate	5	unfused	10	dry & splits open	superior ovary & hypanthium or inferior ovary	Saxifraga paniculata	Saxifraga	Saxifragaceae	Saxifragales
compound	alternate	4	unfused	10 or 11 or 12 or 13	dry & splits open	superior ovary	Polanisia dodecandra	Polanisia	Cleomaceae	Brassicales
simple	alternate	4 or 5	unfused	0 or 5	dry & splits open	superior ovary	Amaranthus caudatus	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum villosum	Solanum	Solanaceae	Solanales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open	superior ovary	Mazus miquelii	Mazus	Phrymaceae	Lamiales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Leucophysalis grandiflora	Leucophysalis	Solanaceae	Solanales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Bupleurum lancifolium	Bupleurum	Apiaceae	Apiales
simple	alternate	5	unfused or fused	4 or 5	dry & splits open	superior ovary	Cuscuta epithymum	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Nicotiana alata	Nicotiana	Solanaceae	Solanales
simple	alternate or opposite or whorled	5	unfused or fused	1	dry & splits open	superior ovary	Veronica longifolia	Veronica	Plantaginaceae	Lamiales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Eryngium yuccifolium	Eryngium	Apiaceae	Apiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Apium graveolens	Apium	Apiaceae	Apiales
simple	alternate	5	unfused or fused	4 or 5	dry & doesn't split open	superior ovary	Chenopodium berlandieri	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	3 or 4	unfused or fused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Acalypha gracilens	Acalypha	Euphorbiaceae	Malpighiales
simple	alternate	5	unfused or fused	1	dry & doesn't split open	superior ovary	Dysphania graveolens	Dysphania	Amaranthaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine longii	Cardamine	Brassicaceae	Brassicales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Boechera missouriensis	Boechera	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta campestris	Cuscuta	Convolvulaceae	Solanales
simple	alternate or opposite or whorled	5	unfused or fused	4	dry & splits open	superior ovary	Nuttallanthus canadensis	Nuttallanthus	Plantaginaceae	Lamiales
simple	alternate	4	unfused or fused	8	dry & splits open	inferior ovary	Oenothera parviflora	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Persicaria hydropiperoides	Persicaria	Polygonaceae	Caryophyllales
compound	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Polemonium reptans	Polemonium	Polemoniaceae	Ericales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Boechera canadensis	Boechera	Brassicaceae	Brassicales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Geum macrophyllum	Geum	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia purshii	Phacelia	Boraginaceae	Boraginales
simple	alternate or whorled	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Lechea maritima	Lechea	Cistaceae	Malvales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Diplotaxis tenuifolia	Diplotaxis	Brassicaceae	Brassicales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Lepidium sativum	Lepidium	Brassicaceae	Brassicales
compound	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused	13	dry & splits open	superior ovary & hypanthium	Paeonia lactiflora	Paeonia	Paeoniaceae	Saxifragales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera nutans	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva moschata	Malva	Malvaceae	Malvales
simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus allegheniensis	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5 or 6 or 7	unfused	6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary or inferior ovary	Portulaca oleracea	Portulaca	Portulacaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	4 or 7	dry & splits open	superior ovary & hypanthium	Sabatia campestris	Sabatia	Gentianaceae	Gentianales
simple	alternate	5	unfused	1 or 5	dry & splits open	superior ovary	Viola rostrata	Viola	Violaceae	Malpighiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea tricolor	Ipomoea	Convolvulaceae	Solanales
compound	alternate	4 or 5	unfused	13	dry & splits open	superior ovary	Actaea racemosa	Actaea	Ranunculaceae	Ranunculales
simple	opposite	5	unfused or fused	5	dry & splits open	superior ovary	Phlox drummondii	Phlox	Polemoniaceae	Ericales
simple	alternate	4	unfused or fused	8 or 10	fleshy	superior ovary	Gaultheria hispidula	Gaultheria	Ericaceae	Ericales
compound	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine dentata	Cardamine	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Datura wrightii	Datura	Solanaceae	Solanales
simple	basal	5	unfused or fused	5	dry & splits open	superior ovary	Drosera anglica	Drosera	Droseraceae	Caryophyllales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Falcaria vulgaris	Falcaria	Apiaceae	Apiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Anethum graveolens	Anethum	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Heliotropium curassavicum	Heliotropium	Boraginaceae	Boraginales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Sanicula marilandica	Sanicula	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula divaricata	Campanula	Campanulaceae	Asterales
simple	alternate	3 or 5	unfused or fused	6	dry & splits open	superior ovary	Polygala paucifolia	Polygala	Polygalaceae	Fabales
simple	alternate or opposite	5	unfused or fused	1	dry & splits open	superior ovary	Veronica hederaefolia	Veronica	Plantaginaceae	Lamiales
simple	alternate or opposite	3	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex tatarica	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused	8	dry & splits open	superior ovary	Rhodiola rosea	Rhodiola	Crassulaceae	Saxifragales
compound or simple	alternate or opposite or whorled	4	unfused	6	dry & splits open	superior ovary	Cardamine concatenata	Cardamine	Brassicaceae	Brassicales
simple	opposite	2 or 3	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Elatine americana	Elatine	Elatinaceae	Malpighiales
simple	alternate	2	unfused or fused	4	dry & splits open	superior ovary	Castilleja septentrionalis	Castilleja	Orobanchaceae	Lamiales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis virginiana	Physalis	Solanaceae	Solanales
compound	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Polemonium micranthum	Polemonium	Polemoniaceae	Ericales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Suaeda linearis	Suaeda	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Hudsonia ericoides	Hudsonia	Cistaceae	Malvales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Rorippa austriaca	Rorippa	Brassicaceae	Brassicales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine bellidifolia	Cardamine	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary & hypanthium or superior ovary or inferior ovary	Fallopia scandens	Fallopia	Polygonaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Rorippa amphibia	Rorippa	Brassicaceae	Brassicales
simple	alternate	3	unfused	0 or 3	dry & doesn't split open	superior ovary	Amaranthus blitoides	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cynoglossum amabile	Cynoglossum	Boraginaceae	Boraginales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Conioselinum chinense	Conioselinum	Apiaceae	Apiales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Foeniculum vulgare	Foeniculum	Apiaceae	Apiales
simple	alternate or opposite	0	unfused	1 or 3 or 5	dry & doesn't split open	superior ovary & hypanthium	Herniaria hirsuta	Herniaria	Caryophyllaceae	Caryophyllales
simple	opposite	5	unfused	10	dry & doesn't split open	superior ovary	Geranium aequale	Geranium	Geraniaceae	Geraniales
simple	alternate	3	unfused	0 or 3	dry & splits open	superior ovary	Amaranthus blitum	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate or opposite	4	unfused or fused	1	dry & splits open	superior ovary	Veronica peregrina	Veronica	Plantaginaceae	Lamiales
simple	alternate	6 or 7	unfused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Sedum reflexum	Sedum	Crassulaceae	Saxifragales
compound	alternate	5	unfused	5	fleshy	inferior ovary	Aralia racemosa	Aralia	Araliaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cycloloma atriplicifolium	Cycloloma	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla litoralis	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Calystegia pubescens	Calystegia	Convolvulaceae	Solanales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Barbarea stricta	Barbarea	Brassicaceae	Brassicales
compound	alternate	5	unfused or fused	10	dry & splits open	superior ovary	Oxalis florida	Oxalis	Oxalidaceae	Oxalidales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Agrimonia striata	Agrimonia	Rosaceae	Rosales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera glazioviana	Oenothera	Onagraceae	Myrtales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Arabis pycnocarpa	Arabis	Brassicaceae	Brassicales
simple	alternate or opposite	5	unfused	5	dry & splits open	superior ovary	Linum striatum	Linum	Linaceae	Malpighiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Sanicula canadensis	Sanicula	Apiaceae	Apiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Torilis japonica	Torilis	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea quamoclit	Ipomoea	Convolvulaceae	Solanales
simple	alternate	5	unfused	5	dry & splits open	superior ovary	Linum sulcatum	Linum	Linaceae	Malpighiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Scandix pecten-veneris	Scandix	Apiaceae	Apiales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Agrimonia eupatoria	Agrimonia	Rosaceae	Rosales
simple	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused	9	dry & doesn't split open	superior ovary	Rheum rhabarbarum	Rheum	Polygonaceae	Caryophyllales
simple	opposite	4	unfused or fused	1	dry & splits open	superior ovary	Veronica scutellata	Veronica	Plantaginaceae	Lamiales
compound	alternate	4	unfused or fused	6	dry & splits open	superior ovary	Corydalis aurea	Corydalis	Papaveraceae	Ranunculales
compound or simple	alternate or basal or opposite or none or whorled	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open or dry & doesn't split open or fleshy	superior ovary & hypanthium or superior ovary or inferior ovary	Eichhornia crassipes	Eichhornia	Pontederiaceae	Commelinales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Verbascum lychnitis	Verbascum	Scrophulariaceae	Lamiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Camelina microcarpa	Camelina	Brassicaceae	Brassicales
simple	alternate	4 or 5	unfused or fused	4 or 5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta polygonorum	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Hibiscus trionum	Hibiscus	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Arabis procurrens	Arabis	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Myosotis arvensis	Myosotis	Boraginaceae	Boraginales
compound or simple	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus flabellaris	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum odoratum	Erysimum	Brassicaceae	Brassicales
compound or simple	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus abortivus	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open	superior ovary	Mazus pumilus	Mazus	Phrymaceae	Lamiales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula aparinoides	Campanula	Campanulaceae	Asterales
simple	alternate	5 or 6	unfused or fused	12 or 13	dry & splits open	superior ovary	Reseda lutea	Reseda	Resedaceae	Brassicales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Polygonum fowleri	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cynoglossum virginianum	Cynoglossum	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea lacunosa	Ipomoea	Convolvulaceae	Solanales
simple	opposite	3	unfused or fused	3	dry & splits open	superior ovary	Elatine triandra	Elatine	Elatinaceae	Malpighiales
simple	alternate	2 or 3 or 4 or 5	unfused	5	dry & doesn't split open	superior ovary	Laportea canadensis	Laportea	Urticaceae	Rosales
simple	alternate or opposite or whorled	5	unfused or fused	4	dry & splits open	superior ovary	Linaria pinifolia	Linaria	Plantaginaceae	Lamiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Torilis leptophylla	Torilis	Apiaceae	Apiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Angelica venenosa	Angelica	Apiaceae	Apiales
compound or simple	alternate or opposite or whorled	4	unfused	6	dry & splits open	superior ovary	Cardamine maxima	Cardamine	Brassicaceae	Brassicales
compound	alternate	4 or 5	unfused	10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Potentilla canadensis	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused	0 or 5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Amaranthus spinosus	Amaranthus	Amaranthaceae	Caryophyllales
compound	alternate	4 or 5	unfused or fused	1	dry & splits open	superior ovary	Utricularia striata	Utricularia	Lentibulariaceae	Lamiales
simple	alternate	5	unfused	0 or 5	dry & splits open	superior ovary	Amaranthus dubius	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum sisymbriifolium	Solanum	Solanaceae	Solanales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Conium maculatum	Conium	Apiaceae	Apiales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Cuminum cyminum	Cuminum	Apiaceae	Apiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Draba cana	Draba	Brassicaceae	Brassicales
simple	alternate	4 or 5	unfused or fused	3 or 4 or 5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta cephalanthi	Cuscuta	Convolvulaceae	Solanales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Rorippa sessiliflora	Rorippa	Brassicaceae	Brassicales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex crispus	Rumex	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Digitalis lanata	Digitalis	Plantaginaceae	Lamiales
simple	alternate or opposite	5 or 0	unfused or fused	5	dry & doesn't split open	superior ovary	Atriplex glabriuscula	Atriplex	Amaranthaceae	Caryophyllales
compound	alternate	4 or 5	unfused	7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Thalictrum venulosum	Thalictrum	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Cymbalaria muralis	Cymbalaria	Plantaginaceae	Lamiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Angelica lucida	Angelica	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Nicotiana tabacum	Nicotiana	Solanaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Kochia scoparia	Kochia	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused	8	dry & doesn't split open	inferior ovary	Oenothera gaura	Oenothera	Onagraceae	Myrtales
compound	alternate	5	unfused	13	fleshy	superior ovary & hypanthium	Rubus pubescens	Rubus	Rosaceae	Rosales
simple	alternate	5 or 6	unfused or fused	13	dry & splits open	superior ovary	Reseda luteola	Reseda	Resedaceae	Brassicales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Lepidium perfoliatum	Lepidium	Brassicaceae	Brassicales
compound	alternate	4	unfused	4 or 6	dry & splits open	superior ovary	Cardamine flexuosa	Cardamine	Brassicaceae	Brassicales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera laciniata	Oenothera	Onagraceae	Myrtales
